id,Участники,Уровень снижения
0,2.1190815566751935,0.1589225629091754
1512,4.118053624777115,0.13362656851313803
9651,5.603555825452779,0.3611187381179285
1,2.0298094900115538,0.037605963125087905
4766,7.68059845248615,0.5215839275712785
4848,3.223242330155442,0.15502041860938193
5318,4.67776476894139,0.2112896520549461
10854,2.323928819520716,0.04783054658686956
3,1.539466854315941,0.02733856126249415
763,3.1301712713174563,0.10177648010951061
1624,4.559434952163303,0.1291208755474875
4791,2.3970897573330987,0.008329788979484679
6713,7.080831459237384,0.3066184203710005
7730,2.0344382694458067,0.035868170106893846
10934,1.4298951540776699,0.0031137210277991795
4,2.6667361707912383,0.046087955412866935
1301,3.609170240135335,0.07986804600199898
1406,1.9562688419416636,0.038582321536952666
2599,4.22752805112151,0.005882528889076907
4916,3.545644912866038,0.08137608586617229
7419,2.227362030666283,0.04409474538916833
7859,8.833180531511717,0.4452560842236515
8803,2.4718587482433847,0.020121108490073744
9209,2.7890747551275914,0.1651551865233316
5,3.393082783032909,0.2042611067839779
32,3.5115243851582125,0.12162279877077932
86,5.408942506434306,0.1436443031431125
730,0.45973264617069143,-0.02664083689557603
1456,3.5472952387934606,0.21612762382469486
1855,2.9950351651365104,0.1707022130115318
1867,3.7871570374073564,0.39798370170784014
2019,2.2583706951162936,0.04885231306430889
2394,5.0247591203503905,0.12685884402375858
2613,3.3566329882171013,0.08483404635681846
3067,2.5238565100569383,0.1912377145369675
3154,7.190656015070452,0.3882349519665752
3169,0.5889363071043854,0.0455354568111422
3543,2.929630303666885,0.053837525380356896
4728,10.061113650280479,0.4861880505472481
4928,2.5503806558575586,0.048513212352263135
4959,1.7870835999407482,0.05377502536464511
5729,1.6541569476939078,-0.0008670675934628752
6064,1.6541569476939078,-0.0008670675934628752
6704,1.4852185826516062,0.18083151573545828
8086,2.638142214295139,0.25541259948770956
8147,4.50227025675142,0.32685047346870455
8541,1.3917814399379926,0.024785582863831646
10447,5.63921042642672,0.2907024624191267
10946,1.649297378428952,0.19119011591020374
11321,6.954331288288813,0.36557593008755923
6,6.122822702676759,0.16879210075854095
10487,4.5902895380651625,0.13874944343427548
11471,3.9490330794758144,0.146713899295445
7,5.821864581797284,0.2332398832670298
403,2.075311531947247,0.030115631800086348
1149,5.502778340121788,0.2769238839050875
1534,1.1543875118458753,-0.002123798405177457
2355,5.59995331751154,0.3556363605988595
2414,3.1599590417430163,0.2184942339024682
2698,2.1112164785851704,0.09112392590129807
3339,4.399876276297162,0.2258048180492892
4648,2.1330030281935244,0.11151818865813745
5816,3.137803503805629,0.17390882789073753
5852,2.2678445855270204,0.08893783536454598
5985,6.804733106412316,0.4571266011990493
6421,7.006986411023964,0.25641071373563296
6496,3.2035862585847825,0.2831705678956089
7007,6.034751811777609,0.40266994727629335
7245,4.900780966779112,0.15269953251501472
8101,3.1037600730312827,0.18312495421715305
9394,4.967271440027822,0.3269745475776424
9717,3.246523294439069,0.07157593376835011
9735,1.0095207313187977,-0.010159434933530609
10341,4.025742738553726,0.1687089566250883
10885,2.678807920767292,0.026724121473989407
8,1.7656349707284196,0.12990175417356722
1878,4.74438857214239,0.12676594872346839
2388,2.4425282514624738,0.05623986555693573
3535,2.864359087130679,0.09252497060565963
6135,2.174507155956304,0.11008873907869227
7694,2.1173422110030176,0.11608567528497728
9,5.136322770865089,0.20013315991261213
570,2.8374300662888774,0.11033968551162723
8036,2.790094812614496,0.3568022178446072
8196,3.0283593852106385,0.15946413552032832
8219,3.7884867987483513,0.15407382983131312
11,5.457754277503489,0.3386173672939737
35,0.6609197637107505,-0.03714149382194637
405,5.6201040456597315,0.23341127594342026
419,3.0281043946632598,0.08440201984165605
460,1.2909095139342575,0.003775185532723893
468,3.919176218482066,0.0767385639118269
516,3.6782903362527524,-0.01432422785550147
541,5.022861442912043,0.18830577901717568
614,1.3565687992812392,0.011255461141114323
633,5.042259468143231,0.2761865757408642
669,5.409153350514277,0.3031392376557251
716,4.546070611511813,0.3785448623363142
861,6.028222364009354,0.219033792687254
897,1.5862414309882122,-0.006418759507631613
925,8.960429261753077,0.5466221127249087
980,5.037030019326837,0.13930850052084343
1009,5.98298638391798,0.24983862277330876
1074,6.848891078945516,0.35934311892231474
1137,2.998847924059025,0.06514497734650483
1142,3.2598374942838513,0.07614358613907407
1185,1.085901945706936,0.01086611096458849
1273,5.37181009659289,0.21818530794321278
1317,3.2868008465643896,0.13643396355396178
1322,4.006820224157576,0.18743561734470093
1364,2.5981153059652744,0.04147776288441324
1429,2.0399045042201944,0.2027594335015343
1479,4.175733827065985,0.24594534874491403
1619,1.6031840758101277,0.004855010487854777
1640,1.44105907111997,0.015163411262927334
1641,2.1675166478841694,0.2035923225985545
1670,2.3366533797879234,0.06676499289315327
1691,7.03933174630702,0.3467578325001967
1698,3.2390050866353186,0.15369992828131762
1760,4.601333125832827,0.3232692012378891
1771,4.270220854406414,0.2557534996806603
1927,5.991986294187116,0.34640905972745906
1972,1.4786617299859286,0.08490837768004243
1986,1.650840171911517,0.25404097129788494
2017,4.2246502341750585,0.18775331434808412
2023,1.2150616757405142,0.04476579166033058
2102,2.346575651102354,0.1558904959818035
2104,4.617411445506986,0.2355911085044578
2169,-0.8795284027523778,-0.04714913092402864
2214,0.7835673627406807,0.011838104498571728
2247,1.0041101808421924,0.025598427639459423
2252,4.724771611723751,0.17159653765674102
2335,1.4720583050542315,0.011257454998195651
2351,1.9669694406046059,0.0640250646637247
2364,2.0282063755248547,0.009479186162248437
2490,0.5885440859507414,0.01536148352684824
2544,6.287548103821085,0.1754895457576912
2598,0.7795126689497067,0.14127696806762807
2623,1.1855118112277065,0.00611546698870305
2661,2.308728521621599,0.2257144351920207
2662,3.0801897530823084,0.1369661723992455
2955,1.1325169491779024,0.00998388199931484
3177,4.645583332274729,0.253984857897946
3198,2.6968941428986795,0.1072347614870274
3226,4.596759170822651,0.26205145121357587
3269,4.895096200590954,0.2702984667706881
3348,5.471288301142003,0.09405388041930529
3353,2.8866844424054947,0.28742488700164154
3399,7.852058541221536,0.45143426267119324
3414,2.6271268560081724,0.21860611515891704
3416,3.50488460989353,0.21084028557073337
3440,8.036847372044644,0.5680152204978859
3471,0.7906999439730087,0.07127413147445101
3500,4.327357697012996,0.1538960700064737
3546,6.091110769961166,0.29811904886376717
3566,1.9047422565298475,0.18536599289669803
3572,6.178457406526006,0.29604546935439463
3594,1.8752558796132603,0.0647818119190664
3720,3.9520362255554753,0.2538600452573925
3767,8.676360553742178,0.3281894738842378
3777,3.158544865992983,0.12234109828101551
3800,8.174206518711161,0.3746829627025885
3944,2.26683390828489,0.1372665630975929
3958,7.923050990524423,0.23233462911143468
4036,3.3613676142953812,0.0597543358865695
4074,1.0761296466425654,0.001891780930915632
4093,3.5004411447368797,0.22740365532905216
4134,6.193860492298409,0.2141646721375996
4195,6.8327953404479285,0.2271501964367691
4211,9.266539392050467,0.361924330507481
4499,8.089642828662765,0.30829183148844486
4535,3.7059288976978704,0.11638527092621428
4637,2.0855965138512844,0.028550801973008508
4658,1.7461663857113798,-0.003185307443868343
4748,1.9617870073398207,0.24723684531766524
5022,4.929868655677582,0.3791330083799083
5041,4.837190750035889,0.30683734088995485
5052,6.683701847709388,0.30447331245793874
5153,1.7756711125209383,0.036181973567801354
